car_id,brand,model,variant,body_type,year,price,fuel_type,mileage,transmission,seating_capacity,engine_cc,power_hp,torque_nm,safety_rating,safety_features,comfort_features,ground_clearance_mm,boot_space_liters,maintenance_cost_annual,warranty_years,colors_available,resale_value_3yr_percent,resale_value_5yr_percent,city_suitability_score,highway_suitability_score,mileage_score,performance_score,safety_score,comfort_score
635,Renault,Duster,EX,suv,2021,3082747,Diesel,24.0,AMT,5,1600,190,236,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",217,230,70760,4,6,65.8,44.2,6.7,8.6,8.0,9.5,6,12.0
636,Mahindra,Marazzo,EX,mpv,2023,2586211,Petrol,19.7,AMT,7,1500,146,182,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",167,212,53347,4,6,67.2,47.0,7.9,9.6,6.6,7.3,6,12.0
637,Toyota,Innova Crysta,ZX,mpv,2021,2756413,Petrol,20.5,Automatic,7,1600,132,174,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",175,237,57445,3,9,64.1,54.4,7.8,9.4,6.8,6.6,8,12.0
638,Maruti Suzuki,Ertiga,ZX,suv,2024,6374338,Petrol,21.3,CVT,5,1600,142,199,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",212,270,195165,5,9,68.9,42.9,7.5,9.5,7.1,7.1,10,12.0
639,Maruti Suzuki,XL6,Alpha,mpv,2024,2963314,Diesel,16.5,Manual,7,2500,180,268,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",178,318,113441,5,6,68.8,52.5,6.4,8.5,5.5,9.0,6,12.0
640,Maruti Suzuki,Ciaz,EX,sedan,2024,856283,Petrol,18.4,Manual,5,1500,95,125,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",182,539,33222,3,10,66.9,49.6,7.6,8.2,6.1,4.8,8,10.0
641,Maruti Suzuki,Ertiga,Alpha,mpv,2021,1736100,Petrol,15.5,Manual,7,2500,192,249,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",186,309,37488,5,8,55.3,41.9,7.5,8.5,5.2,9.6,8,10.0
642,Honda,Elevate,Top,suv,2020,2697440,Diesel,18.4,Automatic,5,2000,139,208,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",220,217,58061,3,5,69.3,41.0,7.5,9.5,6.1,6.9,8,12.0
643,Honda,Amaze,SX,sedan,2022,2065344,Petrol,18.0,AMT,5,1600,87,116,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",190,421,56022,3,6,60.8,42.8,8.9,8.5,6.0,4.3,8,12.0
644,Nissan,Magnite,Top,hatchback,2024,1249024,Petrol,13.9,Manual,5,1200,82,99,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",176,353,30285,3,10,62.3,48.8,9.4,8.0,4.6,4.1,10,10.0
645,Mahindra,Marazzo,EX,mpv,2023,1220015,Petrol,16.4,AMT,7,1600,100,137,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",178,391,44836,4,5,57.0,41.4,7.0,9.5,5.5,5.0,6,10.0
646,MG,Hector Plus,Mid,mpv,2025,2449356,Petrol,12.4,Manual,7,2500,154,198,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",166,276,81554,3,7,67.2,55.0,6.6,9.7,4.1,7.7,10,12.0
647,Hyundai,Venue,SX,suv,2022,3710466,Petrol,12.3,Manual,5,1500,117,173,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",186,292,82622,4,7,68.3,42.7,6.4,9.6,4.1,5.8,8,12.0
648,Honda,Elevate,Alpha,suv,2025,4310748,Diesel,26.4,DCT,7,1500,151,215,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",206,223,142935,4,5,57.1,41.4,7.9,8.0,8.8,7.5,6,12.0
649,MG,Comet EV,ZX,hatchback,2025,931989,Electric,381.2,Automatic,5,0,120,165,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",170,293,22090,5,5,64.5,40.3,8.4,7.4,10.0,6.0,8,8.0
650,Tata,Tigor,Base,sedan,2024,993320,Petrol,22.5,AMT,5,1600,95,115,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",181,474,26705,4,8,68.7,44.3,7.5,8.7,7.5,4.8,8,8.0
651,Maruti Suzuki,Celerio,LX,hatchback,2022,652644,Petrol,20.3,Manual,7,1200,75,92,3,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",162,351,14788,3,5,63.6,49.8,9.4,7.7,6.8,3.8,6,8.0
652,Maruti Suzuki,Ertiga,ZX,mpv,2021,1711999,Petrol,13.7,DCT,8,2200,148,206,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",185,237,41320,4,10,67.9,49.9,7.0,9.9,4.6,7.4,8,10.0
653,Honda,Jazz,SX,hatchback,2020,554984,Petrol,21.4,Automatic,5,1000,73,96,5,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",164,322,14200,4,8,66.8,47.9,9.2,6.7,7.1,3.6,10,4.0
654,Mahindra,Marazzo,VX,mpv,2024,3377682,Diesel,19.2,AMT,7,1600,102,146,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",177,256,134194,5,10,69.0,41.6,7.4,9.0,6.4,5.1,8,12.0
655,Hyundai,Kona Electric,VX,suv,2024,1462078,Electric,449.3,Automatic,5,0,225,334,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",195,393,57245,5,9,67.0,47.9,6.4,9.0,10.0,10.0,6,10.0
656,Renault,Kwid,Base,hatchback,2023,980777,Petrol,20.3,Automatic,5,1000,60,80,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",168,319,31114,5,10,67.6,49.0,9.1,6.2,6.8,3.0,6,10.0
657,Mahindra,XUV300,ZX,suv,2021,6287899,Petrol,18.4,Manual,5,2500,102,143,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",188,259,177411,3,8,61.2,54.9,6.1,9.4,6.1,5.1,6,12.0
658,Renault,Triber,LX,mpv,2020,1326868,Petrol,14.6,Manual,7,1500,175,231,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",167,287,51046,5,5,67.1,51.9,7.1,9.3,4.9,8.8,10,10.0
659,MG,ZS EV,Top,suv,2022,1371046,Electric,431.5,Automatic,7,0,135,194,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",212,349,33709,5,5,61.4,45.2,6.7,8.9,10.0,6.8,10,10.0
660,Tata,Tiago,Base,hatchback,2023,564578,Petrol,14.3,Manual,5,1200,71,89,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",164,325,16495,5,6,64.3,40.5,9.5,7.4,4.8,3.5,8,4.0
661,Toyota,Land Cruiser,Top,suv,2021,993127,CNG,25.7,DCT,5,1500,168,210,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",185,395,22991,3,8,56.6,43.4,7.6,8.5,8.6,8.4,10,8.0
662,Renault,Duster,Top,suv,2020,3261022,Diesel,23.1,Manual,7,1600,178,258,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",200,266,104762,5,6,61.1,45.6,7.1,9.9,7.7,8.9,8,12.0
663,Nissan,Magnite,Base,hatchback,2021,518661,Petrol,20.4,AMT,7,1000,97,137,5,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",161,382,12238,3,6,68.6,47.6,9.2,7.8,6.8,4.8,10,4.0
664,Toyota,Glanza,VX,hatchback,2025,704365,Petrol,13.6,AMT,5,1000,73,90,5,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",179,363,15093,5,9,56.2,51.4,8.9,7.4,4.5,3.6,10,8.0
665,Toyota,Glanza,Base,hatchback,2023,425383,Petrol,21.3,Manual,5,1000,70,99,5,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",178,270,9210,3,5,61.6,53.4,9.3,6.1,7.1,3.5,10,4.0
666,Nissan,Magnite,ZX,hatchback,2021,1207053,Petrol,20.1,DCT,5,1000,70,85,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",175,383,46115,3,6,67.4,44.3,9.2,6.1,6.7,3.5,10,10.0
667,Kia,Carens,Alpha,mpv,2020,1356620,Petrol,12.3,DCT,7,1600,148,192,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",181,238,38125,5,6,61.2,52.0,7.0,10.0,4.1,7.4,8,10.0
668,Toyota,Glanza,VX,hatchback,2020,1175259,Diesel,24.8,AMT,5,800,86,108,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",160,384,27848,3,7,67.0,53.9,9.7,6.5,8.3,4.3,8,10.0
669,Renault,Kwid,VX,hatchback,2020,703276,Petrol,15.1,AMT,7,1000,75,101,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",172,318,17472,5,6,65.4,49.3,8.6,6.3,5.0,3.8,8,8.0
670,Nissan,Magnite,VX,suv,2023,2153760,Petrol,17.0,Automatic,5,2200,127,156,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",196,221,62974,3,7,69.2,49.5,6.3,9.9,5.7,6.3,10,12.0
671,Toyota,Urban Cruiser,Top,suv,2022,4617008,Petrol,20.1,CVT,7,2000,124,184,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",181,371,100152,4,8,66.9,52.9,7.0,9.9,6.7,6.2,10,12.0
672,Renault,Kwid,Mid,hatchback,2022,1064099,Petrol,18.7,Manual,7,1000,81,114,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",161,324,35899,3,6,58.1,43.2,9.9,7.6,6.2,4.1,6,10.0
673,Mahindra,Thar,ZX,suv,2024,3329630,Diesel,17.5,Automatic,5,1500,112,158,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",209,384,125100,3,5,64.1,43.0,7.2,9.3,5.8,5.6,8,12.0
674,Mahindra,Marazzo,Top,mpv,2022,2270746,Petrol,15.9,Manual,7,1500,192,234,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,356,79991,4,8,56.4,54.4,7.7,9.6,5.3,9.6,6,12.0
675,Renault,Kwid,Top,hatchback,2025,560073,Petrol,12.3,Automatic,7,1000,86,106,3,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",179,384,21555,3,8,60.0,49.6,9.0,7.5,4.1,4.3,6,4.0
676,Nissan,Magnite,Base,hatchback,2024,762589,CNG,24.7,Manual,5,800,79,109,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",177,324,18696,4,8,60.1,40.4,8.3,8.0,8.2,4.0,10,8.0
677,Tata,Tigor,Mid,sedan,2020,1504426,Petrol,15.3,AMT,5,1200,85,108,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",181,537,42342,5,7,64.5,51.7,7.7,8.0,5.1,4.2,6,10.0
678,Kia,Carens,Base,mpv,2020,1340169,Petrol,13.2,Manual,8,1500,124,181,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",177,301,50512,3,8,57.3,46.8,6.6,9.5,4.4,6.2,6,10.0
679,Hyundai,Aura,VX,sedan,2024,1801610,Diesel,16.6,Automatic,5,1600,91,121,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",189,543,59242,3,6,69.8,52.5,7.6,8.9,5.5,4.5,6,10.0
680,Hyundai,Verna,Alpha,sedan,2021,2076742,Petrol,18.3,CVT,5,1500,99,125,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",182,535,47204,3,6,64.7,49.2,7.2,7.2,6.1,5.0,10,12.0
681,Toyota,Innova Crysta,Base,mpv,2025,1071958,Petrol,23.9,Manual,8,2500,123,182,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",183,242,30076,5,9,64.4,49.4,7.5,9.1,8.0,6.2,10,10.0
682,Kia,EV6,Mid,suv,2024,5118562,Electric,477.8,Automatic,5,0,217,311,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",220,345,127779,4,5,59.4,51.6,7.8,9.1,10.0,10.0,8,12.0
683,Tata,Tigor,Top,sedan,2023,2317399,Petrol,17.2,Automatic,5,1500,119,167,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",180,439,64794,3,8,69.6,40.5,7.9,8.5,5.7,5.9,10,12.0
684,Honda,Amaze,ZX,sedan,2020,1766378,Petrol,19.2,CVT,5,1600,88,122,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",165,488,69242,5,6,68.5,48.5,7.9,7.1,6.4,4.4,8,10.0
685,Nissan,Magnite,EX,suv,2021,4841721,Petrol,18.6,AMT,5,1500,127,152,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",207,225,161908,5,6,67.1,44.7,6.7,9.8,6.2,6.3,8,12.0
686,Hyundai,Creta,VX,suv,2023,3968037,Petrol,19.1,Manual,7,1500,103,149,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",194,200,79877,5,9,60.9,53.3,6.1,8.1,6.4,5.2,6,12.0
687,Hyundai,Grand i10 Nios,LX,hatchback,2025,469395,Diesel,25.9,Manual,5,1000,93,113,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",162,325,15300,3,7,55.8,46.1,8.4,7.3,8.6,4.7,8,4.0
688,Mahindra,Marazzo,Top,mpv,2021,2565637,Petrol,16.4,Automatic,8,2200,156,207,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",170,214,87966,4,10,61.0,52.9,7.3,9.2,5.5,7.8,8,12.0
689,Toyota,Glanza,SX,hatchback,2021,963778,Petrol,21.9,Manual,5,1200,98,119,5,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",176,386,24341,3,6,61.8,41.3,8.3,7.9,7.3,4.9,10,10.0
690,Mahindra,Scorpio N,Mid,suv,2022,2389723,Diesel,16.1,Manual,5,2500,120,144,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",207,260,87232,5,6,62.0,48.2,8.0,8.8,5.4,6.0,6,12.0
691,MG,Comet EV,VX,hatchback,2023,758641,Electric,352.9,Automatic,5,0,228,295,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",176,261,29937,3,7,59.3,40.8,8.9,7.4,10.0,10.0,6,10.0
692,MG,Comet EV,SX,hatchback,2020,1552199,Electric,448.2,Automatic,7,0,123,181,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",175,400,47691,3,10,57.9,47.8,9.9,6.3,10.0,6.2,6,10.0
693,Renault,Duster,SX,suv,2025,3286413,Petrol,21.9,Automatic,5,1600,169,237,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",181,286,80774,4,5,62.4,50.5,7.1,9.3,7.3,8.4,8,12.0
694,MG,Hector Plus,EX,mpv,2021,3123810,Diesel,18.8,Manual,7,2000,197,236,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",167,368,114998,3,10,60.2,50.1,6.2,8.8,6.3,9.8,8,12.0
695,Toyota,Glanza,Alpha,hatchback,2023,1113215,CNG,28.2,CVT,7,1200,64,86,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",178,285,29553,4,9,69.3,48.4,9.1,7.4,9.4,3.2,10,10.0
696,Mahindra,Marazzo,Alpha,mpv,2024,1293966,CNG,21.5,Automatic,8,2500,188,266,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",181,274,42658,4,7,67.7,49.1,7.1,8.1,7.2,9.4,8,10.0
697,Hyundai,Alcazar,SX,suv,2021,1200368,Petrol,23.5,Manual,7,2000,122,155,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",210,250,36953,5,5,69.0,46.8,6.8,8.2,7.8,6.1,8,10.0
698,Nissan,Magnite,SX,hatchback,2025,1161963,Petrol,17.9,Automatic,5,1200,87,117,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",170,382,36643,4,5,66.9,48.0,9.4,6.0,6.0,4.3,10,10.0
699,Tata,Tigor,Base,sedan,2021,1355723,Petrol,22.6,AMT,5,1500,119,154,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",186,431,31667,5,10,60.1,45.6,7.5,8.9,7.5,5.9,8,10.0
700,Kia,Carens,LX,mpv,2021,2237193,Petrol,21.9,Manual,7,1600,187,254,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",173,300,81895,3,9,69.4,53.9,7.9,8.7,7.3,9.4,8,12.0
701,Tata,Punch,ZX,suv,2022,6180509,Petrol,20.7,DCT,5,2200,121,180,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",217,256,230945,3,9,64.1,50.3,6.2,9.7,6.9,6.0,6,12.0
702,Renault,Kwid,ZX,hatchback,2025,1187440,Petrol,23.4,DCT,7,1000,95,123,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",168,307,23929,4,9,56.8,50.1,9.0,7.2,7.8,4.8,8,10.0
703,Tata,Tiago,Alpha,hatchback,2020,920979,Diesel,23.0,Automatic,5,1000,73,96,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",163,333,33663,3,6,65.9,45.5,9.8,7.6,7.7,3.6,6,10.0
704,MG,Comet EV,EX,hatchback,2021,1282283,Electric,389.5,Automatic,5,0,84,124,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",169,272,26548,4,8,60.7,47.9,10.0,7.4,10.0,4.2,8,10.0
705,Renault,Triber,Top,mpv,2024,3008313,Petrol,12.1,CVT,7,2500,167,228,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",177,241,113725,4,8,61.2,54.3,7.7,9.2,4.0,8.3,10,12.0
706,Kia,Carens,VX,mpv,2022,3439899,Petrol,14.0,Automatic,8,2000,194,284,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",185,286,119219,4,7,66.8,52.6,6.6,9.0,4.7,9.7,8,12.0
707,Honda,Jazz,EX,hatchback,2021,508201,CNG,21.6,Manual,5,800,79,103,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",180,309,10903,3,10,68.2,53.2,9.7,7.6,7.2,4.0,8,4.0
708,Toyota,Glanza,Base,hatchback,2023,947133,Petrol,17.8,AMT,5,1200,71,99,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",172,400,30686,5,6,62.5,52.8,10.0,6.4,5.9,3.5,8,10.0
709,MG,Hector Plus,EX,mpv,2025,2920435,Petrol,12.1,Manual,7,2000,126,187,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",171,244,99736,3,6,57.9,40.9,6.4,8.3,4.0,6.3,6,12.0
710,Maruti Suzuki,Brezza,Base,suv,2023,2753099,Petrol,13.1,Manual,7,2200,120,151,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",202,206,84383,4,9,65.6,50.0,6.4,8.4,4.4,6.0,8,12.0
